Regione,Cod_ATECO,Descrizione,Livello,Sezione,Nome_sezione,Rischio,Imprese_con_dipendenti,Addetti,Anno
Lombardia,52,Magazzinaggio e attività di supporto ai trasporti,DIVISIONE,H,Trasporto e magazzinaggio,medio,2681,130045,2024
Lombardia,53,Servizi postali e attività di corriere,DIVISIONE,H,Trasporto e magazzinaggio,medio,144,9862,2024
Lombardia,55,Alloggio,DIVISIONE,I,Alloggio e ristorazione,basso,3309,46680,2024
Lombardia,56,Attività dei servizi di ristorazione,DIVISIONE,I,Alloggio e ristorazione,basso,29943,248577,2024
Lombardia,58,Attività editoriali,DIVISIONE,J,Informazione e comunicazione,basso,691,14798,2024
Lombardia,59,"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore",DIVISIONE,J,Informazione e comunicazione,basso,613,6714,2024
Lombardia,60,Attività di programmazione e trasmissione,DIVISIONE,J,Informazione e comunicazione,basso,73,3789,2024
Lombardia,61,Telecomunicazioni,DIVISIONE,J,Informazione e comunicazione,basso,308,27909,2024
Lombardia,62,"Produzione di software, consulenza informatica e attività connesse",DIVISIONE,J,Informazione e comunicazione,basso,4521,127280,2024
Lombardia,63,Attività dei servizi d'informazione e altri servizi informatici,DIVISIONE,J,Informazione e comunicazione,basso,3896,32746,2024
Lombardia,64,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),DIVISIONE,K,Attività finanziarie e assicurative,basso,1208,101745,2024
Lombardia,65,"Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)",DIVISIONE,K,Attività finanziarie e assicurative,basso,95,17304,2024
Lombardia,66,Attività ausiliarie dei servizi finanziari e delle attività assicurative,DIVISIONE,K,Attività finanziarie e assicurative,basso,3790,28884,2024
Lombardia,68,Attività immobiliari,DIVISIONE,L,Attività immobiliari,basso,8112,24984,2024
Lombardia,69,Attività legali e contabilità,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,10356,62503,2024
Lombardia,70,Attività di direzione aziendale e di consulenza gestionale,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,5419,98406,2024
Lombardia,71,"Attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,3420,32644,2024
Lombardia,72,Ricerca scientifica e sviluppo,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,602,10776,2024
Lombardia,73,Pubblicità e ricerche di mercato,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,1905,35202,2024
Lombardia,74,"Altre attività professionali, scientifiche e tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,3675,24150,2024
Lombardia,75,Servizi veterinari,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,209,1256,2024
Lombardia,77,Attività di noleggio e leasing operativo,DIVISIONE,N,Noleggio e servizi alle imprese,basso,1134,9271,2024
Lombardia,78,"Attività di ricerca, selezione, fornitura di personale",DIVISIONE,N,Noleggio e servizi alle imprese,basso,251,305953,2024
Lombardia,79,"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse",DIVISIONE,N,Noleggio e servizi alle imprese,basso,942,7965,2024
Lombardia,80,Servizi di vigilanza e investigazione,DIVISIONE,N,Noleggio e servizi alle imprese,basso,287,25273,2024
Lombardia,81,Attività di servizi per edifici e paesaggio,DIVISIONE,N,Noleggio e servizi alle imprese,basso,6859,140297,2024
Lombardia,82,Attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,DIVISIONE,N,Noleggio e servizi alle imprese,basso,4965,83586,2024
Lombardia,85,Istruzione,DIVISIONE,P,Istruzione,medio,1952,24360,2024
Lombardia,86,Assistenza sanitaria,DIVISIONE,Q,Sanità e assistenza sociale,alto,9436,76022,2024
Lombardia,87,Servizi di assistenza sociale residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,457,32357,2024
Lombardia,88,Assistenza sociale non residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,1307,46750,2024
Lombardia,90,"Attività creative, artistiche e di intrattenimento",DIVISIONE,R,Attività artistiche e sportive,basso,541,4588,2024
Lombardia,91,"Attività di biblioteche, archivi, musei ed altre attività culturali",DIVISIONE,R,Attività artistiche e sportive,basso,42,1221,2024
Lombardia,92,"Attività riguardanti le lotterie, le scommesse, le case da gioco",DIVISIONE,R,Attività artistiche e sportive,basso,743,7119,2024
Lombardia,93,"Attività sportive, di intrattenimento e di divertimento",DIVISIONE,R,Attività artistiche e sportive,basso,1749,13445,2024
Lombardia,95,Riparazione di computer e di beni per uso personale e per la casa,DIVISIONE,S,Altre attività di servizi,basso,888,5326,2024
Lombardia,96,Altre attività di servizi per la persona,DIVISIONE,S,Altre attività di servizi,basso,14216,56575,2024
Piemonte,TOTALE,Totale economia (imprese con dipendenti),TOTALE,,,,101329,1167804,2024
Piemonte,08,Altre attività di estrazione di minerali da cave e miniere,DIVISIONE,B,Estrazione di minerali,alto,87,995,2024
Piemonte,09,Attività dei servizi di supporto all'estrazione,DIVISIONE,B,Estrazione di minerali,alto,1,5,2024
Piemonte,10,Industrie alimentari,DIVISIONE,C,Attività manifatturiere,alto,2253,32853,2024
Piemonte,11,Industria delle bevande,DIVISIONE,C,Attività manifatturiere,alto,197,3896,2024
Piemonte,13,Industrie tessili,DIVISIONE,C,Attività manifatturiere,alto,575,14239,2024
Piemonte,14,"Confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",DIVISIONE,C,Attività manifatturiere,alto,454,8496,2024
Piemonte,15,Fabbricazione di articoli in pelle e simili,DIVISIONE,C,Attività manifatturiere,alto,73,1016,2024
Piemonte,16,"Industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",DIVISIONE,C,Attività manifatturiere,alto,630,5875,2024
Piemonte,17,Fabbricazione di carta e di prodotti di carta,DIVISIONE,C,Attività manifatturiere,alto,164,4219,2024
Piemonte,18,Stampa e riproduzione di supporti registrati,DIVISIONE,C,Attività manifatturiere,alto,425,4206,2024
Piemonte,19,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,DIVISIONE,C,Attività manifatturiere,alto,6,594,2024
Piemonte,20,Fabbricazione di prodotti chimici,DIVISIONE,C,Attività manifatturiere,alto,227,8258,2024
Piemonte,21,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,DIVISIONE,C,Attività manifatturiere,alto,22,2327,2024
Piemonte,22,Fabbricazione di articoli in gomma e materie plastiche,DIVISIONE,C,Attività manifatturiere,alto,636,23944,2024
Piemonte,23,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,DIVISIONE,C,Attività manifatturiere,alto,549,8181,2024
Piemonte,24,Metallurgia,DIVISIONE,C,Attività manifatturiere,alto,212,7297,2024
Piemonte,25,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),DIVISIONE,C,Attività manifatturiere,alto,4131,54595,2024
Piemonte,26,"Fabbricazione di computer e prodotti di elettronica e ottica, apparecchi elettromedicali, apparecchi di misurazione e di orologi",DIVISIONE,C,Attività manifatturiere,alto,287,8967,2024
Piemonte,27,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,DIVISIONE,C,Attività manifatturiere,alto,382,11740,2024
Piemonte,28,Fabbricazione di macchinari ed apparecchiature nca,DIVISIONE,C,Attività manifatturiere,alto,1447,56053,2024
Piemonte,29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",DIVISIONE,C,Attività manifatturiere,alto,377,75449,2024
Piemonte,30,Fabbricazione di altri mezzi di trasporto,DIVISIONE,C,Attività manifatturiere,alto,100,11632,2024
Piemonte,31,Fabbricazione di mobili,DIVISIONE,C,Attività manifatturiere,alto,321,2001,2024
Piemonte,32,Altre industrie manifatturiere,DIVISIONE,C,Attività manifatturiere,alto,976,11700,2024
Piemonte,33,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",DIVISIONE,C,Attività manifatturiere,alto,1090,10766,2024
Piemonte,35,"Fornitura di energia elettrica, gas, vapore e aria condizionata",DIVISIONE,D,"Energia elettrica, gas, vapore",alto,236,6061,2024
Piemonte,36,"Raccolta, trattamento e fornitura di acqua",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,48,2388,2024
Piemonte,37,Gestione delle reti fognarie,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,42,573,2024
Piemonte,38,"Attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,364,15287,2024
Piemonte,39,Attività di risanamento e altri servizi di gestione dei rifiuti,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,33,466,2024
Piemonte,41,Costruzione di edifici,DIVISIONE,F,Costruzioni,alto,3417,18864,2024
Piemonte,42,Ingegneria civile,DIVISIONE,F,Costruzioni,alto,295,9014,2024
Piemonte,43,Lavori di costruzione specializzati,DIVISIONE,F,Costruzioni,alto,9413,52794,2024
Piemonte,45,Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,DIVISIONE,G,Commercio e riparazione autoveicoli,basso,4274,29927,2024
Piemonte,46,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,6040,50287,2024
Piemonte,47,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,11660,77356,2024
Piemonte,49,Trasporto terrestre e trasporto mediante condotte,DIVISIONE,H,Trasporto e magazzinaggio,medio,2260,33739,2024
Piemonte,50,Trasporto marittimo e per vie d'acqua,DIVISIONE,H,Trasporto e magazzinaggio,medio,10,39,2024
Piemonte,51,Trasporto aereo,DIVISIONE,H,Trasporto e magazzinaggio,medio,9,374,2024
Piemonte,52,Magazzinaggio e attività di supporto ai trasporti,DIVISIONE,H,Trasporto e magazzinaggio,medio,542,20435,2024
Piemonte,53,Servizi postali e attività di corriere,DIVISIONE,H,Trasporto e magazzinaggio,medio,53,403,2024
Piemonte,55,Alloggio,DIVISIONE,I,Alloggio e ristorazione,basso,1346,11225,2024
Piemonte,56,Attività dei servizi di ristorazione,DIVISIONE,I,Alloggio e ristorazione,basso,13326,80610,2024
Piemonte,58,Attività editoriali,DIVISIONE,J,Informazione e comunicazione,basso,186,2991,2024
Piemonte,59,"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore",DIVISIONE,J,Informazione e comunicazione,basso,140,1144,2024
Piemonte,60,Attività di programmazione e trasmissione,DIVISIONE,J,Informazione e comunicazione,basso,47,381,2024
Piemonte,61,Telecomunicazioni,DIVISIONE,J,Informazione e comunicazione,basso,77,5368,2024
Piemonte,62,"Produzione di software, consulenza informatica e attività connesse",DIVISIONE,J,Informazione e comunicazione,basso,1263,32148,2024
Piemonte,63,Attività dei servizi d'informazione e altri servizi informatici,DIVISIONE,J,Informazione e comunicazione,basso,1101,5900,2024
Piemonte,64,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),DIVISIONE,K,Attività finanziarie e assicurative,basso,194,77519,2024
Piemonte,65,"Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)",DIVISIONE,K,Attività finanziarie e assicurative,basso,8,2483,2024
Piemonte,66,Attività ausiliarie dei servizi finanziari e delle attività assicurative,DIVISIONE,K,Attività finanziarie e assicurative,basso,1678,7623,2024
Piemonte,68,Attività immobiliari,DIVISIONE,L,Attività immobiliari,basso,2413,6704,2024
Piemonte,69,Attività legali e contabilità,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,4112,19968,2024
Piemonte,70,Attività di direzione aziendale e di consulenza gestionale,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,1010,9303,2024
Piemonte,71,"Attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,1423,12579,2024
Piemonte,72,Ricerca scientifica e sviluppo,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,173,3213,2024
Piemonte,73,Pubblicità e ricerche di mercato,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,380,3344,2024
Piemonte,74,"Altre attività professionali, scientifiche e tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,1055,7650,2024
Piemonte,75,Servizi veterinari,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,110,390,2024
Piemonte,77,Attività di noleggio e leasing operativo,DIVISIONE,N,Noleggio e servizi alle imprese,basso,354,3247,2024
Piemonte,78,"Attività di ricerca, selezione, fornitura di personale",DIVISIONE,N,Noleggio e servizi alle imprese,basso,31,31785,2024
Piemonte,79,"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse",DIVISIONE,N,Noleggio e servizi alle imprese,basso,350,3716,2024
Piemonte,80,Servizi di vigilanza e investigazione,DIVISIONE,N,Noleggio e servizi alle imprese,basso,57,4387,2024
Piemonte,81,Attività di servizi per edifici e paesaggio,DIVISIONE,N,Noleggio e servizi alle imprese,basso,2038,33897,2024
Piemonte,82,Attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,DIVISIONE,N,Noleggio e servizi alle imprese,basso,1255,14353,2024
Piemonte,85,Istruzione,DIVISIONE,P,Istruzione,medio,720,5232,2024
Piemonte,86,Assistenza sanitaria,DIVISIONE,Q,Sanità e assistenza sociale,alto,4401,23347,2024
Piemonte,87,Servizi di assistenza sociale residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,302,32317,2024
Piemonte,88,Assistenza sociale non residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,455,9707,2024
Piemonte,90,"Attività creative, artistiche e di intrattenimento",DIVISIONE,R,Attività artistiche e sportive,basso,170,1182,2024
Piemonte,91,"Attività di biblioteche, archivi, musei ed altre attività culturali",DIVISIONE,R,Attività artistiche e sportive,basso,19,516,2024
Piemonte,92,"Attività riguardanti le lotterie, le scommesse, le case da gioco",DIVISIONE,R,Attività artistiche e sportive,basso,277,940,2024
Piemonte,93,"Attività sportive, di intrattenimento e di divertimento",DIVISIONE,R,Attività artistiche e sportive,basso,782,4548,2024
Piemonte,95,Riparazione di computer e di beni per uso personale e per la casa,DIVISIONE,S,Altre attività di servizi,basso,289,1201,2024
Piemonte,96,Altre attività di servizi per la persona,DIVISIONE,S,Altre attività di servizi,basso,5469,19573,2024
Liguria,TOTALE,Totale economia (imprese con dipendenti),TOTALE,,,,41314,324294,2024
Liguria,08,Altre attività di estrazione di minerali da cave e miniere,DIVISIONE,B,Estrazione di minerali,alto,30,247,2024
Liguria,09,Attività dei servizi di supporto all'estrazione,DIVISIONE,B,Estrazione di minerali,alto,1,2,2024
Liguria,10,Industrie alimentari,DIVISIONE,C,Attività manifatturiere,alto,1094,9441,2024
Liguria,11,Industria delle bevande,DIVISIONE,C,Attività manifatturiere,alto,26,168,2024
Liguria,13,Industrie tessili,DIVISIONE,C,Attività manifatturiere,alto,39,218,2024
Liguria,14,"Confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",DIVISIONE,C,Attività manifatturiere,alto,90,405,2024
Liguria,15,Fabbricazione di articoli in pelle e simili,DIVISIONE,C,Attività manifatturiere,alto,9,29,2024
Liguria,16,"Industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",DIVISIONE,C,Attività manifatturiere,alto,107,652,2024
Liguria,17,Fabbricazione di carta e di prodotti di carta,DIVISIONE,C,Attività manifatturiere,alto,22,301,2024
Liguria,18,Stampa e riproduzione di supporti registrati,DIVISIONE,C,Attività manifatturiere,alto,111,700,2024
Liguria,19,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,DIVISIONE,C,Attività manifatturiere,alto,7,674,2024
Liguria,20,Fabbricazione di prodotti chimici,DIVISIONE,C,Attività manifatturiere,alto,69,1407,2024
Liguria,21,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,DIVISIONE,C,Attività manifatturiere,alto,10,526,2024
Liguria,22,Fabbricazione di articoli in gomma e materie plastiche,DIVISIONE,C,Attività manifatturiere,alto,67,1582,2024
Liguria,23,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,DIVISIONE,C,Attività manifatturiere,alto,165,1443,2024
Liguria,24,Metallurgia,DIVISIONE,C,Attività manifatturiere,alto,27,989,2024
Liguria,25,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),DIVISIONE,C,Attività manifatturiere,alto,711,6856,2024
Liguria,26,"Fabbricazione di computer e prodotti di elettronica e ottica, apparecchi elettromedicali, apparecchi di misurazione e di orologi",DIVISIONE,C,Attività manifatturiere,alto,88,2362,2024
Liguria,27,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,DIVISIONE,C,Attività manifatturiere,alto,66,1841,2024
Liguria,28,Fabbricazione di macchinari ed apparecchiature nca,DIVISIONE,C,Attività manifatturiere,alto,128,5150,2024
Liguria,29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",DIVISIONE,C,Attività manifatturiere,alto,13,983,2024
Liguria,30,Fabbricazione di altri mezzi di trasporto,DIVISIONE,C,Attività manifatturiere,alto,123,3064,2024
Liguria,31,Fabbricazione di mobili,DIVISIONE,C,Attività manifatturiere,alto,62,424,2024
Liguria,32,Altre industrie manifatturiere,DIVISIONE,C,Attività manifatturiere,alto,173,1331,2024
Liguria,33,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",DIVISIONE,C,Attività manifatturiere,alto,589,6827,2024
Liguria,35,"Fornitura di energia elettrica, gas, vapore e aria condizionata",DIVISIONE,D,"Energia elettrica, gas, vapore",alto,31,1450,2024
Liguria,36,"Raccolta, trattamento e fornitura di acqua",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,19,1852,2024
Liguria,37,Gestione delle reti fognarie,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,23,339,2024
Liguria,38,"Attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,100,6001,2024
Liguria,39,Attività di risanamento e altri servizi di gestione dei rifiuti,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,17,201,2024
Liguria,41,Costruzione di edifici,DIVISIONE,F,Costruzioni,alto,977,6204,2024
Liguria,42,Ingegneria civile,DIVISIONE,F,Costruzioni,alto,92,3665,2024
Liguria,43,Lavori di costruzione specializzati,DIVISIONE,F,Costruzioni,alto,4231,21440,2024
Liguria,45,Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,DIVISIONE,G,Commercio e riparazione autoveicoli,basso,1229,6335,2024
Liguria,46,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,1934,17303,2024
Liguria,47,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),DIVISIONE,G,Commercio e riparazione autoveicoli,basso,5691,32029,2024
Liguria,49,Trasporto terrestre e trasporto mediante condotte,DIVISIONE,H,Trasporto e magazzinaggio,medio,663,11408,2024
Liguria,50,Trasporto marittimo e per vie d'acqua,DIVISIONE,H,Trasporto e magazzinaggio,medio,77,24137,2024
Liguria,52,Magazzinaggio e attività di supporto ai trasporti,DIVISIONE,H,Trasporto e magazzinaggio,medio,662,17032,2024
Liguria,53,Servizi postali e attività di corriere,DIVISIONE,H,Trasporto e magazzinaggio,medio,16,122,2024
Liguria,55,Alloggio,DIVISIONE,I,Alloggio e ristorazione,basso,1461,9447,2024
Liguria,56,Attività dei servizi di ristorazione,DIVISIONE,I,Alloggio e ristorazione,basso,7293,37883,2024
Liguria,58,Attività editoriali,DIVISIONE,J,Informazione e comunicazione,basso,40,194,2024
Liguria,59,"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore",DIVISIONE,J,Informazione e comunicazione,basso,42,231,2024
Liguria,60,Attività di programmazione e trasmissione,DIVISIONE,J,Informazione e comunicazione,basso,12,82,2024
Liguria,61,Telecomunicazioni,DIVISIONE,J,Informazione e comunicazione,basso,40,178,2024
Liguria,62,"Produzione di software, consulenza informatica e attività connesse",DIVISIONE,J,Informazione e comunicazione,basso,329,3526,2024
Liguria,63,Attività dei servizi d'informazione e altri servizi informatici,DIVISIONE,J,Informazione e comunicazione,basso,399,1706,2024
Liguria,64,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),DIVISIONE,K,Attività finanziarie e assicurative,basso,51,743,2024
Liguria,65,"Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)",DIVISIONE,K,Attività finanziarie e assicurative,basso,2,228,2024
Liguria,66,Attività ausiliarie dei servizi finanziari e delle attività assicurative,DIVISIONE,K,Attività finanziarie e assicurative,basso,624,3030,2024
Liguria,68,Attività immobiliari,DIVISIONE,L,Attività immobiliari,basso,1146,3068,2024
Liguria,69,Attività legali e contabilità,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,1912,7608,2024
Liguria,70,Attività di direzione aziendale e di consulenza gestionale,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,278,2557,2024
Liguria,71,"Attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,440,4736,2024
Liguria,72,Ricerca scientifica e sviluppo,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,62,469,2024
Liguria,73,Pubblicità e ricerche di mercato,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,81,311,2024
Liguria,74,"Altre attività professionali, scientifiche e tecniche",DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,301,1585,2024
Liguria,75,Servizi veterinari,DIVISIONE,M,"Attività professionali, scientifiche e tecniche",basso,54,167,2024
Liguria,77,Attività di noleggio e leasing operativo,DIVISIONE,N,Noleggio e servizi alle imprese,basso,147,810,2024
Liguria,78,"Attività di ricerca, selezione, fornitura di personale",DIVISIONE,N,Noleggio e servizi alle imprese,basso,5,691,2024
Liguria,79,"Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse",DIVISIONE,N,Noleggio e servizi alle imprese,basso,149,1333,2024
Liguria,80,Servizi di vigilanza e investigazione,DIVISIONE,N,Noleggio e servizi alle imprese,basso,31,1398,2024
Liguria,81,Attività di servizi per edifici e paesaggio,DIVISIONE,N,Noleggio e servizi alle imprese,basso,902,10394,2024
Liguria,82,Attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,DIVISIONE,N,Noleggio e servizi alle imprese,basso,431,2798,2024
Liguria,85,Istruzione,DIVISIONE,P,Istruzione,medio,250,1444,2024
Liguria,86,Assistenza sanitaria,DIVISIONE,Q,Sanità e assistenza sociale,alto,1615,6222,2024
Liguria,87,Servizi di assistenza sociale residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,156,3785,2024
Liguria,88,Assistenza sociale non residenziale,DIVISIONE,Q,Sanità e assistenza sociale,alto,143,5889,2024
Liguria,90,"Attività creative, artistiche e di intrattenimento",DIVISIONE,R,Attività artistiche e sportive,basso,56,334,2024
Liguria,91,"Attività di biblioteche, archivi, musei ed altre attività culturali",DIVISIONE,R,Attività artistiche e sportive,basso,9,96,2024
Liguria,92,"Attività riguardanti le lotterie, le scommesse, le case da gioco",DIVISIONE,R,Attività artistiche e sportive,basso,110,607,2024
Liguria,93,"Attività sportive, di intrattenimento e di divertimento",DIVISIONE,R,Attività artistiche e sportive,basso,956,5204,2024
Liguria,95,Riparazione di computer e di beni per uso personale e per la casa,DIVISIONE,S,Altre attività di servizi,basso,145,543,2024
Liguria,96,Altre attività di servizi per la persona,DIVISIONE,S,Altre attività di servizi,basso,2053,7856,2024
Toscana,TOTALE,Totale economia (imprese con dipendenti),TOTALE,,,,113300,954883,2024
Toscana,08,Altre attività di estrazione di minerali da cave e miniere,DIVISIONE,B,Estrazione di minerali,alto,135,1640,2024
Toscana,09,Attività dei servizi di supporto all'estrazione,DIVISIONE,B,Estrazione di minerali,alto,1,1,2024
Toscana,10,Industrie alimentari,DIVISIONE,C,Attività manifatturiere,alto,1932,17944,2024
Toscana,11,Industria delle bevande,DIVISIONE,C,Attività manifatturiere,alto,103,1376,2024
Toscana,12,Industria del tabacco,DIVISIONE,C,Attività manifatturiere,alto,2,396,2024
Toscana,13,Industrie tessili,DIVISIONE,C,Attività manifatturiere,alto,1776,20796,2024
Toscana,14,"Confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",DIVISIONE,C,Attività manifatturiere,alto,5136,39054,2024
Toscana,15,Fabbricazione di articoli in pelle e simili,DIVISIONE,C,Attività manifatturiere,alto,3300,40605,2024
Toscana,16,"Industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",DIVISIONE,C,Attività manifatturiere,alto,611,4728,2024
Toscana,17,Fabbricazione di carta e di prodotti di carta,DIVISIONE,C,Attività manifatturiere,alto,299,9939,2024
Toscana,18,Stampa e riproduzione di supporti registrati,DIVISIONE,C,Attività manifatturiere,alto,439,3765,2024
Toscana,19,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,DIVISIONE,C,Attività manifatturiere,alto,12,286,2024
Toscana,20,Fabbricazione di prodotti chimici,DIVISIONE,C,Attività manifatturiere,alto,257,7820,2024
Toscana,21,Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,DIVISIONE,C,Attività manifatturiere,alto,28,5976,2024
Toscana,22,Fabbricazione di articoli in gomma e materie plastiche,DIVISIONE,C,Attività manifatturiere,alto,416,7748,2024
Toscana,23,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,DIVISIONE,C,Attività manifatturiere,alto,806,8739,2024
Toscana,24,Metallurgia,DIVISIONE,C,Attività manifatturiere,alto,138,5806,2024
Toscana,25,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),DIVISIONE,C,Attività manifatturiere,alto,2517,29388,2024
Toscana,26,"Fabbricazione di computer e prodotti di elettronica e ottica, apparecchi elettromedicali, apparecchi di misurazione e di orologi",DIVISIONE,C,Attività manifatturiere,alto,217,6035,2024
Toscana,27,Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,DIVISIONE,C,Attività manifatturiere,alto,277,6098,2024
Toscana,28,Fabbricazione di macchinari ed apparecchiature nca,DIVISIONE,C,Attività manifatturiere,alto,795,20369,2024
Toscana,29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",DIVISIONE,C,Attività manifatturiere,alto,87,5328,2024
Toscana,30,Fabbricazione di altri mezzi di trasporto,DIVISIONE,C,Attività manifatturiere,alto,325,11428,2024
Toscana,31,Fabbricazione di mobili,DIVISIONE,C,Attività manifatturiere,alto,795,8801,2024
Toscana,32,Altre industrie manifatturiere,DIVISIONE,C,Attività manifatturiere,alto,1300,13440,2024
Toscana,33,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",DIVISIONE,C,Attività manifatturiere,alto,1239,11890,2024
Toscana,35,"Fornitura di energia elettrica, gas, vapore e aria condizionata",DIVISIONE,D,"Energia elettrica, gas, vapore",alto,113,2070,2024
Toscana,36,"Raccolta, trattamento e fornitura di acqua",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,13,3106,2024
Toscana,37,Gestione delle reti fognarie,DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,108,1055,2024
Toscana,38,"Attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",DIVISIONE,E,"Acqua, reti fognarie, rifiuti",alto,269,12654,2024
